imo,source,shipname,flag,ssvid,match_fields,transmission_from,transmission_to,is_verified
9735141,registry,MIDVOLGA3,RUS,273374820,REGISTRY,2014-12-18T21:34:55Z,2026-07-30T08:51:50Z,True
9735141,self_reported,MIDVOLGA-3,RUS,273374820,SEVERAL_FIELDS,2014-12-18T08:05:55Z,2026-08-19T07:56:43Z,True
9046564,registry,ANTARES,RUS,273299020,REGISTRY,2021-04-13T08:36:12Z,2026-07-31T23:27:34Z,False
9046564,self_reported,ANTARES,RUS,273299020,SEVERAL_FIELDS,2021-04-13T08:18:02Z,2026-09-08T21:39:18Z,True
9046564,self_reported,JANA,SLE,667001394,SEVERAL_FIELDS,2020-12-04T18:50:10Z,2021-04-13T02:40:42Z,True
9046564,self_reported,JANA DESGAGNES,CAN,316093000,SEVERAL_FIELDS,2012-01-01T17:45:09Z,2020-12-04T18:47:14Z,True
9503304,registry,GENERAL SKOBELEV,RUS,273335920,REGISTRY,2021-09-14T09:41:31Z,2026-07-31T23:59:51Z,False
9503304,self_reported,GENERAL SKOBELEV,RUS,273335920,SEVERAL_FIELDS,2013-01-22T12:56:53Z,2026-08-27T22:04:36Z,True
9690212,registry,STALINGRAD,RUS,273340640,REGISTRY,2014-05-20T15:06:43Z,2026-07-31T18:54:25Z,True
9690212,self_reported,STALINGRAD,RUS,273340640,SEVERAL_FIELDS,2014-05-20T08:55:12Z,2026-09-07T12:09:53Z,True
9612909,registry,ALEKSANDR SHEMAGIN,RUS,273352260,REGISTRY,2012-09-02T13:11:33Z,2026-05-28T13:59:37Z,True
9612909,self_reported,ALEKSANDR SHEMAGIN,RUS,273352260,SEVERAL_FIELDS,2012-09-22T10:08:23Z,2026-09-05T15:08:28Z,True
9292199,registry,BESIKTASDARDANELLES,TUR,271000818,REGISTRY,2012-01-03T09:28:28Z,2018-08-14T14:55:36Z,True
9292199,self_reported,BESIKTAS DARDANELLES,TUR,271000818,SEVERAL_FIELDS,2012-01-03T09:32:31Z,2018-08-14T22:44:13Z,True
9292199,self_reported,BESIKTAS DARDANELLES,MHL,538010016,NO_MATCH,2022-06-10T03:49:19Z,2023-08-29T13:23:32Z,False
9292199,self_reported,KAYSERI,PAN,352003627,NO_MATCH,2024-02-23T11:52:55Z,2025-12-01T06:57:06Z,False
9292199,self_reported,BESIKTAS DARDANELLES,LBR,636021493,NO_MATCH,2023-08-29T17:15:35Z,2024-02-23T10:04:11Z,False
9292199,self_reported,BESIKTAS DARDANELLES,MLT,248920000,NO_MATCH,2018-08-15T12:13:15Z,2022-06-10T03:44:00.92Z,False
9292199,self_reported,ALTURA,SLE,667001275,NO_MATCH,2025-11-30T10:00:41Z,2026-07-20T08:27:10Z,False
9292199,self_reported,929-21%-99%,,800929021,NO_MATCH,2025-12-10T22:24:12Z,2026-07-24T13:52:52Z,False
9347308,registry,CPOFRANCE,DEU,235060233,REGISTRY,2012-01-13T00:15:56Z,2019-04-04T04:57:12Z,True
9347308,self_reported,CPO FRANCE,GBR,235060233,SEVERAL_FIELDS,2012-01-12T18:55:31Z,2019-04-04T05:11:46Z,True
9347308,self_reported,AURA MARIS,CMR,613271406,NO_MATCH,2025-12-31T02:32:56Z,2026-09-08T23:45:09Z,False
9347308,self_reported,AURA MARIS,PAN,352002835,NO_MATCH,2023-06-15T06:33:55Z,2025-12-31T02:27:01Z,False
9347308,self_reported,HUEY,MHL,538008324,NO_MATCH,2019-04-04T05:13:28Z,2023-07-10T19:31:23Z,False
9290373,registry,BESIKTASBOSPHORUS,TUR,271000817,REGISTRY,2012-01-01T00:19:55Z,2018-08-03T12:16:09Z,True
9290373,self_reported,BESIKTAS BOSPHORUS,TUR,271000817,SEVERAL_FIELDS,2012-01-01T00:16:38Z,2018-08-03T12:15:04Z,True
9290373,self_reported,RAVELIN,RUS,273124130,NO_MATCH,2026-08-17T13:13:28Z,2026-09-08T23:59:17Z,False
9290373,self_reported,VELORA,SLE,667001274,NO_MATCH,2025-12-03T07:10:31Z,2026-08-17T08:56:11Z,False
9290373,self_reported,KONYA,PAN,352003605,NO_MATCH,2024-02-15T18:03:05Z,2025-12-03T07:27:02Z,False
9290373,self_reported,BESIKTAS BOSPHORUS,MHL,538009991,NO_MATCH,2022-04-21T11:30:27Z,2023-08-14T05:25:30Z,False
9290373,self_reported,BESIKTAS BOSPHORUS,MLT,248919000,NO_MATCH,2018-08-03T12:25:39Z,2022-04-21T11:24:09.5Z,False
9290373,self_reported,BESIKTAS BOSPHORUS,LBR,636023264,NO_MATCH,2023-07-17T08:04:47Z,2024-03-15T19:17:43Z,False
9867621,self_reported,ARISTOFANIS,MHL,538008714,NO_MATCH,2019-12-10T07:14:52Z,2024-09-17T03:01:32Z,False
9867621,registry,KHANKENDI,AZE,423543100,REGISTRY,2024-08-23T07:44:30Z,2026-07-31T13:30:53Z,True
9867621,self_reported,KHANKENDI,AZE,423543100,SEVERAL_FIELDS,2024-08-23T07:44:37Z,2026-09-08T23:19:51Z,True
9621596,registry,BORABORA,MLT,249443000,REGISTRY,2016-02-26T07:47:14Z,2024-02-19T03:57:31Z,True
9621596,self_reported,BORA BORA,MLT,249443000,SEVERAL_FIELDS,2016-02-26T07:35:26Z,2024-02-19T06:16:44Z,True
9621596,self_reported,STANISLAV GOVORUKHIN,RUS,273258520,NO_MATCH,2024-02-19T06:19:40Z,2026-09-08T17:07:21Z,False
9645047,registry,VF TANKER-15,RUS,273353180,REGISTRY,2012-11-18T13:08:36Z,2023-04-05T08:31:04Z,True
9645047,self_reported,VF TANKER-15,RUS,273353180,SEVERAL_FIELDS,2012-11-17T07:09:31Z,2026-08-30T01:48:14Z,True
9884150,self_reported,SERGEY LVOV,RUS,273557764,NO_MATCH,2025-08-03T01:21:41Z,2025-08-11T12:19:00Z,False
9884150,self_reported,SERGEY LVOV,RUS,273295620,NO_MATCH,2021-08-31T10:22:36Z,2026-09-08T23:26:26Z,False
9640580,registry,CONSTRUCTOR ZHIVOTOVSKY,RUS,273351180,REGISTRY,2013-05-06T18:20:44Z,2024-07-25T16:40:08Z,True
9640580,self_reported,CONSTR.ZHIVOTOVSKY,RUS,273351180,SEVERAL_FIELDS,2013-05-06T16:43:51Z,2026-08-13T05:40:40Z,True
9645035,registry,VF TANKER-14,RUS,273350270,REGISTRY,2012-11-16T14:29:48Z,2023-07-13T04:09:59Z,True
9645035,self_reported,PAVEL BRYULLOV,RUS,273350270,SEVERAL_FIELDS,2012-11-16T14:27:55Z,2026-09-08T23:59:55Z,True
9645035,self_reported,PAVEL BRYULLOV,RUS,273350270,SEVERAL_FIELDS,2023-10-07T14:31:53Z,2025-04-11T23:07:35Z,True
